id_colaborador,nome,sexo,idade,faixa_etaria,estado_civil,escolaridade,cidade,estado,regional,centro_distribuicao,pcd,data_admissao,tempo_empresa,gestor,tipo_contrato,modelo_trabalho,status
294,Davi Miguel Andrade,Feminino,42,35-44,Viúvo,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2019-02-06,7.4,Ravy Sampaio,CLT,Presencial,Ativo
295,Ravy Machado,Masculino,31,25-34,Solteiro,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Não,2016-06-14,10.1,Alana Barros,CLT,Presencial,Inativo
296,José Miguel Cunha,Masculino,24,18-24,Divorciado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2023-09-04,2.8,Yan Siqueira,CLT,Presencial,Ativo
297,Vitória Lima,Masculino,22,18-24,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2020-07-16,6.0,João Pedro da Costa,CLT,Presencial,Ativo
298,Davi Aragão,Feminino,30,25-34,Casado,Fundamental,Campinas,SP,Sudeste,CD Campinas,Não,2023-12-27,2.5,Otto Porto,CLT,Presencial,Ativo
299,Natália Azevedo,Masculino,35,35-44,Viúvo,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2023-10-07,2.7,Theo Peixoto,CLT,Presencial,Ativo
300,Allana Pires,Masculino,30,25-34,Divorciado,Superior,Recife,PE,Nordeste,CD Recife,Não,2019-02-25,7.4,Isabella Silva,CLT,Presencial,Ativo
301,João Vitor Lima,Feminino,34,25-34,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2016-11-21,9.6,Luiz Gustavo da Costa,CLT,Presencial,Ativo
302,Maria Vitória Cirino,Feminino,37,35-44,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2017-08-27,8.8,Antonella Moura,CLT,Presencial,Ativo
303,Sr. Vinicius Nogueira,Masculino,40,35-44,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2022-05-11,4.1,Sofia Novaes,CLT,Presencial,Ativo
304,Mathias Melo,Masculino,38,35-44,Solteiro,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2021-02-18,5.4,Mathias Freitas,CLT,Presencial,Ativo
305,Antony Fogaça,Feminino,38,35-44,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2024-12-08,1.6,Luiz Felipe da Costa,CLT,Presencial,Ativo
306,Dra. Bella Vargas,Feminino,51,45-54,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2018-12-16,7.5,Lívia Carvalho,CLT,Presencial,Ativo
307,Luiz Gustavo Nogueira,Feminino,22,18-24,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Sim,2018-05-14,8.1,Sr. Ravi Sampaio,CLT,Presencial,Inativo
308,Emilly Carvalho,Feminino,27,25-34,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2021-07-18,5.0,Raul Andrade,CLT,Presencial,Ativo
309,Guilherme Aparecida,Feminino,33,25-34,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2018-06-23,8.0,Asafe Dias,CLT,Presencial,Ativo
310,Théo Gonçalves,Masculino,36,35-44,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2022-12-27,3.5,Olívia da Cunha,CLT,Presencial,Ativo
311,Gabriel da Paz,Masculino,35,35-44,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2026-02-05,0.4,Sr. Lucas da Mata,CLT,Presencial,Ativo
312,Léo Lopes,Masculino,45,45-54,Divorciado,Pós,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2018-04-29,8.2,Maysa Gomes,CLT,Presencial,Ativo
313,Sr. Theo Sales,Feminino,18,18-24,Casado,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2020-02-28,6.3,Maria Eduarda Moreira,CLT,Presencial,Inativo
314,Bryan Siqueira,Feminino,30,25-34,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Não,2024-10-08,1.7,Anna Liz Lopes,CLT,Presencial,Ativo
315,Emilly Nogueira,Feminino,31,25-34,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2021-04-23,5.2,Lorenzo Caldeira,CLT,Híbrido,Ativo
316,Luan Ribeiro,Masculino,40,35-44,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2020-09-30,5.8,Leandro Machado,CLT,Presencial,Ativo
317,Mariane Cavalcante,Masculino,35,35-44,Casado,Pós,Curitiba,PR,Sul,CD Curitiba,Não,2022-10-04,3.7,Sra. Marcela Machado,CLT,Presencial,Inativo
318,Luiz Gustavo Pimenta,Feminino,38,35-44,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2023-07-22,2.9,Kamilly Porto,CLT,Híbrido,Ativo
319,Breno Rios,Masculino,41,35-44,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Não,2017-03-11,9.3,Maria Luiza Fonseca,CLT,Híbrido,Ativo
320,Eduarda Alves,Masculino,30,25-34,Casado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2017-06-28,9.0,Pedro Lucas Andrade,CLT,Presencial,Ativo
321,Bernardo da Costa,Masculino,36,35-44,Divorciado,Superior,Curitiba,PR,Sul,CD Curitiba,Sim,2020-05-29,6.1,Maria Clara Fonseca,CLT,Presencial,Ativo
322,Ana Beatriz Pereira,Masculino,48,45-54,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2023-03-11,3.3,Rael Freitas,CLT,Presencial,Inativo
323,Dr. Breno Oliveira,Feminino,33,25-34,Solteiro,MBA,Recife,PE,Nordeste,CD Recife,Não,2018-07-12,8.0,Vinícius Fonseca,CLT,Presencial,Ativo
324,Luara Rezende,Masculino,34,25-34,Divorciado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2023-01-28,3.4,Josué Camargo,CLT,Presencial,Ativo
325,Francisco Monteiro,Feminino,30,25-34,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Não,2024-10-28,1.7,Maria Julia Novais,CLT,Presencial,Ativo
326,João Vasconcelos,Feminino,32,25-34,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2020-11-07,5.6,Pietro Cunha,CLT,Presencial,Inativo
327,Laura Sales,Masculino,37,35-44,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2024-07-26,1.9,Gabriela Campos,CLT,Presencial,Ativo
328,Brayan Machado,Feminino,46,45-54,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Não,2020-03-31,6.3,Pedro Miguel Borges,CLT,Presencial,Ativo
329,Luiza Rios,Masculino,44,35-44,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-02-12,6.4,Sr. Yan Nogueira,CLT,Presencial,Ativo
330,Kaique Castro,Feminino,44,35-44,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2019-01-01,7.5,Dra. Emanuella Vieira,Aprendiz,Presencial,Ativo
331,Sr. Davi Costa,Masculino,46,45-54,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2024-09-17,1.8,Isaac Vieira,CLT,Presencial,Ativo
332,Amanda Fonseca,Masculino,38,35-44,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2019-07-08,7.0,Maria Eduarda Martins,Temporário,Híbrido,Ativo
333,Caroline Pimenta,Masculino,32,25-34,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-07-06,6.0,Benício das Neves,CLT,Híbrido,Ativo
334,Pietra Moura,Masculino,39,35-44,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2022-01-23,4.4,Maria Luísa Oliveira,CLT,Presencial,Ativo
335,Davi Lucas Dias,Feminino,27,25-34,Casado,MBA,Recife,PE,Nordeste,CD Recife,Não,2020-09-06,5.8,Ana Sophia Machado,CLT,Presencial,Ativo
336,Stella Ferreira,Feminino,22,18-24,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2026-03-03,0.3,Yuri Porto,CLT,Presencial,Ativo
337,Emilly Vargas,Feminino,51,45-54,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2016-08-17,9.9,Pedro Montenegro,CLT,Presencial,Ativo
338,Davi Moreira,Masculino,48,45-54,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2023-11-07,2.6,Kevin Cavalcante,CLT,Presencial,Ativo
339,Lorenzo Santos,Masculino,23,18-24,Divorciado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2017-10-29,8.7,Luiz Felipe Moreira,CLT,Presencial,Ativo
340,Bruno da Cunha,Masculino,29,25-34,Casado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Não,2017-09-07,8.8,Yuri da Mota,CLT,Presencial,Ativo
341,Kevin Pimenta,Masculino,33,25-34,Solteiro,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2021-03-24,5.3,Ayla Montenegro,CLT,Presencial,Ativo
342,Eloá Pastor,Feminino,26,25-34,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2018-12-10,7.6,Daniela Cavalcante,CLT,Presencial,Ativo
343,Maitê Nunes,Masculino,35,35-44,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2022-09-30,3.8,Arthur Barros,CLT,Presencial,Ativo
344,João Rezende,Masculino,50,45-54,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2019-08-23,6.9,Oliver Pinto,CLT,Presencial,Ativo
345,Ana Monteiro,Masculino,30,25-34,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2020-05-23,6.1,Ísis da Rocha,CLT,Presencial,Ativo
346,Liz Mendes,Feminino,37,35-44,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2023-01-03,3.5,Nathan da Rosa,CLT,Presencial,Ativo
347,Ana Sophia Sales,Feminino,25,25-34,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2026-01-20,0.4,Emanuel Macedo,CLT,Presencial,Ativo
348,Rafaela Martins,Masculino,21,18-24,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-03-15,9.3,Luigi Pereira,CLT,Presencial,Ativo
349,Levi Silva,Feminino,47,45-54,Casado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2024-06-08,2.1,Dr. Murilo Cardoso,CLT,Presencial,Ativo
350,Sr. Liam da Costa,Masculino,45,45-54,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2017-01-21,9.4,Camila da Mata,CLT,Presencial,Ativo
351,Isadora Casa Grande,Masculino,25,25-34,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-02-22,1.4,Benicio da Rocha,CLT,Presencial,Ativo
352,Mariah da Cruz,Masculino,34,25-34,Casado,Superior,Recife,PE,Nordeste,CD Recife,Não,2017-07-06,9.0,Luan Oliveira,CLT,Presencial,Ativo
353,Sra. Esther Teixeira,Feminino,48,45-54,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2017-06-25,9.0,Theo Moraes,CLT,Presencial,Ativo
354,Sara das Neves,Feminino,42,35-44,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2025-01-16,1.5,Alícia Borges,CLT,Presencial,Ativo
355,Sofia Marques,Masculino,23,18-24,Casado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Não,2021-11-21,4.6,Henrique Pacheco,CLT,Presencial,Inativo
356,Sr. Benicio da Paz,Feminino,24,18-24,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2023-02-12,3.4,Olivia da Paz,CLT,Presencial,Ativo
357,Alexia Caldeira,Feminino,27,25-34,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2020-01-13,6.5,Catarina da Luz,CLT,Presencial,Ativo
358,Sra. Maria Luiza Fonseca,Masculino,47,45-54,Casado,Pós,Recife,PE,Nordeste,CD Recife,Sim,2018-11-11,7.6,Murilo Aragão,CLT,Presencial,Ativo
359,Evelyn Fonseca,Feminino,28,25-34,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2023-08-18,2.9,Laura Barbosa,CLT,Presencial,Inativo
360,Sofia Machado,Feminino,45,45-54,Divorciado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2017-03-20,9.3,Lara Pinto,CLT,Presencial,Ativo
361,Bárbara Cardoso,Feminino,43,35-44,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2019-11-25,6.6,Matteo Freitas,CLT,Presencial,Ativo
362,Dr. Diego Costa,Feminino,23,18-24,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2018-06-08,8.1,Sophia Guerra,CLT,Presencial,Ativo
363,Ana Cecília Aparecida,Feminino,40,35-44,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2025-06-28,1.0,Davi Miguel Silva,CLT,Presencial,Ativo
364,Dr. Valentim Marques,Feminino,44,35-44,Solteiro,Técnico,Recife,PE,Nordeste,CD Recife,Não,2021-12-14,4.5,Théo Carvalho,CLT,Presencial,Ativo
365,Dr. Enrico Gonçalves,Masculino,26,25-34,Solteiro,MBA,São Paulo,SP,Sudeste,CD São Paulo,Não,2021-09-14,4.8,Letícia Pastor,CLT,Presencial,Ativo
366,Dr. Kaique Melo,Masculino,32,25-34,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2020-08-19,5.9,Léo Farias,Aprendiz,Presencial,Ativo
367,Brenda Leão,Feminino,42,35-44,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2024-09-21,1.8,Lorena Vieira,CLT,Presencial,Ativo
368,Dra. Amanda Peixoto,Feminino,33,25-34,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2025-04-30,1.2,Julia Rezende,CLT,Presencial,Ativo
369,Heloísa Silveira,Feminino,27,25-34,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2024-06-19,2.0,Rhavi Cavalcante,CLT,Presencial,Ativo
370,Maria Helena Casa Grande,Masculino,37,35-44,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2024-02-18,2.4,Isabelly Andrade,CLT,Presencial,Ativo
371,Brenda Correia,Feminino,18,18-24,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2016-03-26,10.3,Pedro Lucas Dias,CLT,Presencial,Ativo
372,Clarice Jesus,Masculino,45,45-54,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2020-10-16,5.7,Srta. Maria Sophia Montenegro,CLT,Presencial,Ativo
373,Olivia Sousa,Feminino,37,35-44,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2023-08-26,2.8,Srta. Cecilia Moreira,CLT,Presencial,Ativo
374,Luan Ribeiro,Feminino,39,35-44,Viúvo,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2021-06-05,5.1,Valentina Garcia,CLT,Presencial,Ativo
375,Sr. Raul Nascimento,Feminino,40,35-44,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-03-29,9.3,Dr. João Pimenta,Temporário,Presencial,Ativo
376,Evelyn da Cruz,Feminino,31,25-34,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2017-08-02,8.9,Kaique Câmara,CLT,Presencial,Ativo
377,João Pedro Santos,Masculino,48,45-54,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2025-07-19,1.0,Samuel Dias,CLT,Presencial,Inativo
378,Marcela Novais,Masculino,41,35-44,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2021-05-27,5.1,Sra. Laura Campos,CLT,Presencial,Ativo
379,Ísis Garcia,Masculino,46,45-54,Casado,Superior,Recife,PE,Nordeste,CD Recife,Não,2019-09-03,6.8,Manuella Vargas,CLT,Remoto,Ativo
380,João Vitor Aparecida,Masculino,25,25-34,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2017-08-08,8.9,Bruno Ferreira,CLT,Presencial,Inativo
381,Jade Souza,Feminino,39,35-44,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2025-12-12,0.6,Hadassa Costa,CLT,Presencial,Ativo
382,Júlia Novais,Feminino,32,25-34,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2016-03-12,10.3,Sra. Cecilia Caldeira,CLT,Híbrido,Ativo
383,Isabella da Cruz,Feminino,22,18-24,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2023-03-16,3.3,Vinícius Câmara,CLT,Presencial,Ativo
384,Isabel Aragão,Masculino,39,35-44,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2023-12-06,2.6,Noah Farias,CLT,Presencial,Ativo
385,Sra. Beatriz Rodrigues,Masculino,42,35-44,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2019-10-19,6.7,André Novaes,CLT,Presencial,Ativo
386,Nicolas Rezende,Feminino,31,25-34,Solteiro,MBA,Curitiba,PR,Sul,CD Curitiba,Não,2021-08-08,4.9,Pietra Rezende,CLT,Presencial,Ativo
387,João Pedro Duarte,Feminino,23,18-24,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2019-06-05,7.1,Bento Vargas,CLT,Presencial,Ativo
388,Igor Nascimento,Masculino,18,18-24,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2023-02-12,3.4,Dra. Ana Carolina Cavalcanti,CLT,Presencial,Ativo
389,Emanuelly Andrade,Feminino,31,25-34,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2023-01-16,3.5,Sabrina Cirino,CLT,Presencial,Ativo
390,Sra. Ana Carolina Albuquerque,Masculino,24,18-24,Divorciado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Não,2024-10-01,1.7,Cauê Farias,CLT,Presencial,Ativo
391,Rafael Ramos,Masculino,29,25-34,Divorciado,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2022-01-05,4.5,Valentina Monteiro,CLT,Presencial,Ativo
392,Thiago Martins,Masculino,31,25-34,Divorciado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-03-02,1.3,Gael Camargo,CLT,Presencial,Inativo
393,Sr. Raul Ramos,Feminino,38,35-44,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-07-22,4.9,Francisco Albuquerque,CLT,Presencial,Ativo
394,Sra. Laís Nunes,Masculino,41,35-44,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2016-11-26,9.6,Evelyn Cavalcanti,CLT,Presencial,Ativo
395,Maria Luiza Lima,Feminino,45,45-54,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2022-12-08,3.6,Lunna Borges,CLT,Presencial,Ativo
396,Aylla Cirino,Feminino,20,18-24,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2023-07-17,3.0,Rhavi Duarte,CLT,Híbrido,Ativo
397,André da Luz,Masculino,61,55+,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-08-06,5.9,Isabela Machado,CLT,Presencial,Ativo
398,Lucas da Rosa,Masculino,38,35-44,Solteiro,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2025-11-11,0.6,Alexia da Luz,CLT,Presencial,Ativo
399,Maria Cecília Sales,Masculino,46,45-54,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2024-08-27,1.8,Bento Rios,CLT,Presencial,Ativo
400,Ravi Lucca das Neves,Feminino,38,35-44,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2019-04-03,7.2,Nathan Rodrigues,CLT,Presencial,Ativo
401,Luana Sales,Feminino,24,18-24,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2023-04-24,3.2,Juan Freitas,CLT,Presencial,Ativo
402,Hellena Câmara,Masculino,32,25-34,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2022-01-14,4.5,Rhavi Cassiano,CLT,Presencial,Ativo
403,Maria Fernanda Leão,Feminino,31,25-34,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2021-12-03,4.6,Dra. Olivia Sá,CLT,Presencial,Ativo
404,Helena Teixeira,Feminino,32,25-34,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2021-05-17,5.1,Bruno Moura,CLT,Presencial,Ativo
405,Vitória Santos,Masculino,26,25-34,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2023-10-24,2.7,Sr. Daniel Araújo,CLT,Presencial,Ativo
406,Sofia Costa,Masculino,36,35-44,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Não,2017-06-14,9.1,Zoe Cassiano,CLT,Presencial,Ativo
407,Luan Moreira,Feminino,24,18-24,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2021-04-21,5.2,Bruna Rodrigues,Temporário,Híbrido,Ativo
408,Samuel Borges,Feminino,28,25-34,Divorciado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2025-09-16,0.8,Melissa Araújo,CLT,Presencial,Ativo
409,Caroline Moraes,Masculino,43,35-44,Solteiro,Técnico,Salvador,BA,Nordeste,CD Salvador,Sim,2023-08-25,2.9,Mirella Nunes,CLT,Presencial,Ativo
410,Ravi Rocha,Masculino,43,35-44,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2019-08-22,6.9,Antônio Gonçalves,Temporário,Presencial,Ativo
411,Alexandre Souza,Masculino,38,35-44,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2017-10-06,8.7,Brayan Aparecida,CLT,Presencial,Ativo
412,Manuella Sampaio,Masculino,40,35-44,Casado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2019-12-06,6.6,Vitor Hugo Araújo,CLT,Presencial,Ativo
413,Ravy Andrade,Masculino,34,25-34,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-06-02,6.1,Nicolas Cirino,CLT,Presencial,Ativo
414,Otto Freitas,Masculino,44,35-44,Solteiro,MBA,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-09-29,4.8,Melissa Garcia,CLT,Presencial,Ativo
415,Anna Liz Rodrigues,Feminino,30,25-34,Solteiro,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2017-06-05,9.1,Ágatha Carvalho,Aprendiz,Híbrido,Ativo
416,Marcela Campos,Feminino,28,25-34,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2018-05-19,8.1,Vitor Gabriel Gonçalves,CLT,Presencial,Ativo
417,Carolina Siqueira,Masculino,32,25-34,Viúvo,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2020-08-03,5.9,Alexandre Sá,CLT,Presencial,Ativo
418,Kaique Martins,Masculino,29,25-34,Casado,Pós,Curitiba,PR,Sul,CD Curitiba,Sim,2025-05-15,1.1,Ísis Lima,CLT,Presencial,Ativo
419,Maria Helena da Conceição,Feminino,36,35-44,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2021-05-18,5.1,Raul Ferreira,CLT,Presencial,Ativo
420,João Guilherme Correia,Masculino,33,25-34,Solteiro,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-06-16,9.0,Srta. Ana Beatriz Ribeiro,CLT,Presencial,Inativo
421,Allana da Costa,Masculino,26,25-34,Casado,Fundamental,Brasília,DF,Centro-Oeste,CD Brasília,Não,2025-02-26,1.3,Bernardo Brito,CLT,Presencial,Ativo
422,Ana Beatriz Machado,Masculino,33,25-34,Casado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2018-11-23,7.6,Ana Julia da Cruz,CLT,Presencial,Inativo
423,Srta. Maria Liz Macedo,Masculino,33,25-34,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2025-06-15,1.0,Vitor Hugo Cunha,CLT,Presencial,Ativo
424,Davi Miguel Montenegro,Feminino,30,25-34,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2022-09-09,3.8,Igor Siqueira,CLT,Presencial,Ativo
425,Luiza Oliveira,Masculino,30,25-34,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2016-04-20,10.2,Luna da Costa,CLT,Presencial,Ativo
426,Diego Ribeiro,Feminino,40,35-44,Casado,Fundamental,Recife,PE,Nordeste,CD Recife,Não,2017-07-21,9.0,Hellena Jesus,CLT,Presencial,Ativo
427,João Guilherme Araújo,Masculino,30,25-34,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Não,2016-11-21,9.6,Emanuella Pires,CLT,Presencial,Inativo
428,Mariane Novais,Feminino,37,35-44,Casado,Fundamental,Campinas,SP,Sudeste,CD Campinas,Não,2018-08-09,7.9,Ana Julia Ferreira,CLT,Presencial,Ativo
429,Maria Helena Viana,Feminino,41,35-44,Casado,Médio,Recife,PE,Nordeste,CD Recife,Não,2016-08-08,9.9,Luiza Sampaio,Aprendiz,Presencial,Ativo
430,Maria Luísa Cassiano,Masculino,32,25-34,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2024-03-22,2.3,Marcos Vinicius Cirino,CLT,Presencial,Ativo
431,Olívia da Costa,Masculino,55,55+,Divorciado,MBA,Salvador,BA,Nordeste,CD Salvador,Não,2021-07-03,5.0,Kaique Santos,CLT,Presencial,Ativo
432,Ravi Araújo,Feminino,45,45-54,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2017-12-03,8.6,Maria Sophia Leão,CLT,Presencial,Inativo
433,Vitória Carvalho,Masculino,25,25-34,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2016-01-25,10.4,Isabelly da Cunha,CLT,Presencial,Ativo
434,Lucas Ramos,Feminino,43,35-44,Solteiro,MBA,Curitiba,PR,Sul,CD Curitiba,Não,2022-08-21,3.9,Rael Freitas,CLT,Presencial,Ativo
435,Vitor Gabriel Silveira,Feminino,31,25-34,Solteiro,Fundamental,Curitiba,PR,Sul,CD Curitiba,Não,2019-06-07,7.1,Benjamim da Mata,CLT,Presencial,Ativo
436,Ana Cecília Barbosa,Feminino,40,35-44,Solteiro,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Não,2018-03-17,8.3,Henrique Mendes,CLT,Presencial,Ativo
437,Lucas Gabriel da Rosa,Feminino,34,25-34,Divorciado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Não,2020-03-05,6.3,Heitor Correia,CLT,Presencial,Ativo
438,Srta. Pietra da Cruz,Feminino,34,25-34,Divorciado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2018-02-15,8.4,Dra. Gabrielly Gonçalves,CLT,Presencial,Ativo
439,Yuri Duarte,Feminino,46,45-54,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2025-02-21,1.4,Mateus Martins,CLT,Presencial,Inativo
440,Maria Alice das Neves,Feminino,21,18-24,Casado,Superior,Recife,PE,Nordeste,CD Recife,Não,2020-04-02,6.2,Luiz Miguel Moraes,CLT,Presencial,Ativo
441,Nina Brito,Masculino,43,35-44,Solteiro,Pós,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2024-07-29,1.9,Sra. Luiza Costela,Temporário,Presencial,Ativo
