id_colaborador,nome,sexo,idade,estado_civil,escolaridade,cidade,estado,regional,centro_distribuicao,departamento,cargo,gestor,data_admissao,tempo_empresa,salario,tipo_contrato,modelo_trabalho,pcd,status,turnover,motivo_desligamento,faltas,absenteismo,dias_afastamento,tipo_afastamento,horas_extras,banco_horas,sla_recrutamento,nota_desempenho,engajamento,horas_treinamento,promovido,ferias_pendentes
472,Daniela Sousa,Masculino,27,Divorciado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,RH,Gerente,Luiza Fonseca,2017-07-23,"8,9",19646,CLT,Presencial,Não,Ativo,Não,,4,"4,42",0,,14,1,47,"3,2",81,6,Não,14
473,Caleb Abreu,Masculino,25,Solteiro,Pós,Campinas,SP,Sudeste,CD Campinas,Atendimento,Supervisor,Pedro Miguel Fonseca,2019-08-02,"6,9",8583,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,1,"2,42",2,Acidente,5,12,32,"3,2",96,12,Não,21
474,Cauã Cardoso,Masculino,37,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,RH,Analista,Francisco Lopes,2016-12-01,"9,6",6597,Aprendiz,Presencial,Não,Ativo,Não,,3,"4,16",2,INSS,48,15,58,2,68,33,Não,15
475,Sophie Jesus,Feminino,32,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Centro de Distribuição,Conferente,Apollo Borges,2016-09-26,"9,8",2993,CLT,Presencial,Não,Ativo,Não,,1,"6,22",0,,30,14,49,3,90,32,Não,0
476,Sr. Luan Gomes,Feminino,18,Viúvo,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Transporte,Analista,João Vitor Jesus,2025-11-20,"0,6",5025,CLT,Presencial,Não,Ativo,Não,,0,"3,71",15,Licença Médica,13,14,19,"3,1",78,21,Não,8
477,Antonella Silveira,Feminino,26,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Transporte,Supervisor,Isabelly Oliveira,2022-08-12,"3,9",7503,CLT,Presencial,Não,Ativo,Não,,2,"5,18",2,INSS,20,2,31,"3,7",55,17,Não,7
478,Eloá Rodrigues,Feminino,25,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Supervisor,Eloá Carvalho,2025-11-12,"0,6",10430,CLT,Presencial,Não,Ativo,Não,,4,"1,46",2,Licença Médica,12,-16,13,"2,8",70,35,Não,26
479,Kevin da Mata,Masculino,37,Divorciado,Técnico,Salvador,BA,Nordeste,CD Salvador,Operações,Auxiliar Operacional,Clara Azevedo,2018-02-17,"8,4",2161,Temporário,Presencial,Não,Ativo,Não,,2,"2,64",15,INSS,28,4,31,"3,7",71,17,Não,11
480,Pedro Henrique da Mota,Masculino,32,Casado,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Atendimento,Assistente,Letícia Mendes,2019-09-30,"6,8",3639,CLT,Presencial,Não,Ativo,Não,,2,"2,09",5,INSS,9,13,23,"4,2",60,18,Não,29
481,Luiz Miguel da Cunha,Masculino,44,Solteiro,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Thales Peixoto,2024-08-18,"1,9",14959,CLT,Híbrido,Não,Ativo,Não,,1,"3,74",0,,53,31,58,"2,7",83,19,Não,15
482,Fernanda Marques,Feminino,27,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Operações,Conferente,Davi Luiz da Rosa,2023-12-04,"2,6",2944,CLT,Presencial,Não,Ativo,Não,,2,"6,85",0,,57,24,18,"3,5",88,14,Não,6
483,Miguel Farias,Masculino,33,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Transporte,Motorista,Maria Helena Farias,2021-08-18,"4,9",4013,CLT,Presencial,Sim,Ativo,Não,,3,"2,98",15,INSS,43,27,47,"3,4",87,20,Não,16
484,Lívia Lopes,Masculino,45,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Operações,Conferente,Catarina da Rosa,2018-06-05,"8,1",2538,CLT,Presencial,Não,Inativo,Sim,Pedido de Demissão,3,"3,72",2,Licença Médica,36,6,55,"3,5",59,33,Não,0
485,Sr. Rhavi Dias,Masculino,36,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Transporte,Analista,Miguel Dias,2025-07-27,"0,9",6841,CLT,Presencial,Não,Ativo,Não,,3,"3,3",15,Acidente,34,10,42,"3,2",83,6,Não,7
486,Samuel Oliveira,Masculino,59,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Auxiliar Operacional,Luan Garcia,2018-12-04,"7,6",2100,CLT,Presencial,Não,Ativo,Não,,1,"2,57",2,Acidente,36,15,17,"3,1",65,8,Não,29
487,Matteo Fonseca,Masculino,29,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Transporte,Analista,Guilherme Pastor,2016-02-01,"10,4",6343,CLT,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,2,"3,69",15,Licença Médica,33,5,17,"3,2",79,23,Não,15
488,Emilly Rodrigues,Feminino,20,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Amanda Siqueira,2020-12-13,"5,6",10320,CLT,Presencial,Não,Ativo,Não,,3,"0,95",10,Acidente,21,-5,37,"3,4",65,21,Não,17
489,Giovanna Macedo,Masculino,57,Solteiro,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Last Mile,Coordenador,Bernardo Vieira,2026-04-19,"0,2",14097,CLT,Presencial,Não,Ativo,Não,,3,"4,47",15,Licença Médica,58,-14,57,"3,1",74,9,Não,23
490,Sara Carvalho,Feminino,39,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Conferente,Liz da Costa,2021-06-13,"5,1",2846,CLT,Presencial,Não,Ativo,Não,,1,"4,61",15,Acidente,47,27,31,"2,6",78,33,Não,29
491,Eduardo Silva,Masculino,50,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Auxiliar Operacional,Maria Flor Barbosa,2020-10-17,"5,7",2077,CLT,Presencial,Não,Ativo,Não,,2,"3,62",10,Acidente,59,14,58,"3,1",72,15,Não,7
492,Pietra Pacheco,Masculino,42,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Last Mile,Coordenador,Yasmin Montenegro,2025-09-30,"0,8",14145,CLT,Presencial,Não,Ativo,Não,,4,"2,37",2,Acidente,37,13,32,"2,4",61,24,Não,24
493,Sra. Ísis Andrade,Feminino,18,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Operações,Supervisor,Sr. Cauê Vargas,2021-07-27,"4,9",7358,CLT,Presencial,Não,Ativo,Não,,3,"1,97",0,,16,-4,39,"3,1",92,25,Não,20
494,Luiz Gustavo Cavalcante,Feminino,57,Casado,Superior,Recife,PE,Nordeste,CD Recife,Operações,Supervisor,Ana Clara Nunes,2020-06-08,"6,1",7804,CLT,Presencial,Não,Ativo,Não,,2,"1,52",5,Licença Médica,16,23,51,"2,8",69,30,Não,1
495,Maria Liz Sá,Masculino,35,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Supervisor,Dr. Cauê Albuquerque,2017-04-03,"9,2",7679,CLT,Presencial,Não,Ativo,Não,,2,"1,81",2,Acidente,10,28,31,"3,6",88,25,Não,20
496,José Pedro Câmara,Feminino,28,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Financeiro,Coordenador,Stella Novais,2022-12-17,"3,5",13762,CLT,Presencial,Não,Ativo,Não,,2,"2,65",10,Acidente,38,30,13,"3,3",88,19,Não,25
497,Hellena Machado,Feminino,35,Casado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Financeiro,Analista,Dr. Ravi Vargas,2025-11-17,"0,6",5921,CLT,Presencial,Sim,Ativo,Não,,3,"0,83",0,,3,1,29,"3,2",81,15,Não,6
498,Sarah Cassiano,Masculino,37,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Supervisor,Sr. Rodrigo Caldeira,2019-08-19,"6,9",8301,Temporário,Presencial,Não,Ativo,Não,,1,"2,36",5,Licença Médica,13,36,27,"4,5",70,17,Não,12
499,Oliver Barros,Feminino,50,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Supervisor,Diego Ferreira,2020-04-02,"6,2",9018,CLT,Presencial,Não,Ativo,Não,,1,"3,53",5,Acidente,15,40,54,"3,9",50,29,Não,1
500,Luigi Marques,Feminino,40,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Financeiro,Analista,Vicente Mendes,2024-03-10,"2,3",5119,CLT,Híbrido,Não,Ativo,Não,,1,"2,94",15,Licença Médica,43,39,17,3,88,24,Não,30
501,Dr. Calebe Macedo,Masculino,39,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Operações,Supervisor,Dra. Milena Dias,2025-01-20,"1,4",7370,CLT,Presencial,Não,Ativo,Não,,3,"1,94",10,INSS,17,-15,37,"4,6",69,35,Não,12
502,Kaique Aparecida,Masculino,28,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Last Mile,Supervisor,Srta. Alícia Fernandes,2025-08-31,"0,8",10931,Temporário,Presencial,Não,Ativo,Não,,5,"1,37",0,,22,9,41,"2,6",83,31,Não,25
503,Bianca Rocha,Feminino,45,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Atendimento,Analista,Joaquim Moreira,2017-06-23,9,5331,CLT,Presencial,Não,Ativo,Não,,1,"1,92",0,,9,37,34,"2,8",62,4,Não,5
504,Yuri Castro,Masculino,43,Casado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Coordenador,Dr. Ravi da Conceição,2025-02-18,"1,4",12360,CLT,Presencial,Não,Ativo,Não,,4,"3,78",15,Acidente,14,-1,38,"3,3",75,21,Não,17
505,Ester Cirino,Masculino,34,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Transporte,Supervisor,Marina Gonçalves,2026-03-21,"0,3",7192,CLT,Presencial,Não,Ativo,Não,,1,"2,13",5,Acidente,54,-2,54,"3,1",85,25,Não,11
506,Gael Henrique Machado,Feminino,29,Divorciado,Médio,Curitiba,PR,Sul,CD Curitiba,Operações,Auxiliar Operacional,Mariane Gomes,2019-11-22,"6,6",2576,CLT,Presencial,Não,Ativo,Não,,0,"3,32",0,,21,8,41,"4,7",70,32,Sim,4
507,Heitor Costela,Masculino,27,Casado,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,RH,Coordenador,Benício Oliveira,2021-02-08,"5,4",13574,CLT,Presencial,Não,Ativo,Não,,2,"1,31",0,,35,-17,53,"2,9",63,18,Não,1
508,Vitor Gabriel Cirino,Masculino,48,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Conferente,Dr. Gael Henrique Marques,2022-09-17,"3,8",2687,CLT,Presencial,Não,Ativo,Não,,4,"1,22",0,,33,-6,60,"2,8",57,23,Não,19
509,João Rios,Masculino,30,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Centro de Distribuição,Auxiliar Operacional,Vitória Porto,2020-09-10,"5,8",2269,CLT,Presencial,Não,Ativo,Não,,0,"2,84",0,,3,-16,21,"3,2",78,12,Não,23
510,Dr. Matteo Pastor,Feminino,47,Divorciado,Técnico,Recife,PE,Nordeste,CD Recife,Atendimento,Assistente,Luiz Fernando Fogaça,2025-05-20,"1,1",4165,CLT,Presencial,Não,Ativo,Não,,3,"2,03",5,Acidente,20,5,41,"2,6",91,9,Não,22
511,Emanuella Rocha,Masculino,39,Casado,Médio,Curitiba,PR,Sul,CD Curitiba,Last Mile,Coordenador,Sra. Antonella Rocha,2017-09-16,"8,8",15063,CLT,Híbrido,Não,Ativo,Não,,2,"2,53",15,Licença Médica,29,-6,55,"4,5",66,2,Não,9
512,Levi Campos,Feminino,29,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Transporte,Analista,Leandro Camargo,2021-06-05,"5,1",6032,CLT,Híbrido,Não,Ativo,Não,,0,"2,45",15,Licença Médica,16,-2,40,"2,5",61,8,Não,3
513,Marcelo Sales,Feminino,31,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,RH,Analista,Thomas Gomes,2024-06-06,"2,1",5721,CLT,Presencial,Não,Ativo,Não,,2,"1,29",0,,23,-16,39,"3,9",69,0,Não,21
514,Cecilia Oliveira,Feminino,43,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Jurídico,Analista,Mariana Cirino,2026-05-09,"0,1",5422,CLT,Presencial,Não,Ativo,Não,,2,"2,22",10,Licença Médica,26,37,35,"3,1",90,22,Não,5
515,Zoe Sales,Masculino,36,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Last Mile,Coordenador,Emanuella Novais,2020-01-05,"6,5",14967,CLT,Presencial,Não,Ativo,Não,,2,"1,95",0,,44,-2,37,"4,1",89,26,Não,12
516,Samuel da Paz,Masculino,36,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,RH,Coordenador,Francisco Dias,2025-07-08,1,13951,CLT,Presencial,Não,Ativo,Não,,4,"4,04",15,Licença Médica,26,-7,46,"3,1",85,29,Não,6
517,Ana Júlia Fogaça,Masculino,27,Solteiro,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Conferente,Ryan Carvalho,2023-06-24,3,2493,CLT,Presencial,Não,Ativo,Não,,1,"0,92",0,,6,31,31,"2,9",85,21,Não,20
518,Matheus Novais,Feminino,31,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Transporte,Motorista,Sabrina Jesus,2023-12-07,"2,6",4321,CLT,Presencial,Não,Ativo,Não,,5,"1,72",15,Licença Médica,22,19,51,"2,7",57,26,Não,7
519,Rebeca Leão,Feminino,26,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Financeiro,Coordenador,Sra. Rebeca Cavalcante,2022-06-13,"4,1",13850,CLT,Presencial,Não,Ativo,Não,,2,"2,88",0,,14,13,27,"2,8",79,30,Não,26
520,Arthur Vieira,Masculino,37,Solteiro,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Conferente,João Vitor Andrade,2016-12-25,"9,5",2903,CLT,Presencial,Sim,Ativo,Não,,0,"3,51",0,,11,6,40,"3,2",72,38,Não,14
521,Henry Gabriel Nascimento,Feminino,38,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Transporte,Analista,Enzo Gabriel Vasconcelos,2016-08-21,"9,9",6175,CLT,Presencial,Não,Ativo,Não,,3,"2,71",0,,17,-11,27,"2,9",58,21,Não,18
522,Sabrina Novaes,Masculino,21,Viúvo,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Motorista,Brenda Oliveira,2025-04-11,"1,2",3846,CLT,Presencial,Não,Ativo,Não,,2,"1,59",0,,35,35,17,"4,4",86,17,Não,8
523,João Felipe Vasconcelos,Feminino,33,Casado,Superior,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Supervisor,Maria Clara Nogueira,2020-09-17,"5,8",9156,CLT,Híbrido,Não,Ativo,Não,,3,"3,33",0,,4,25,15,"3,4",76,1,Não,28
524,Pedro Lucas Nogueira,Masculino,42,Casado,Médio,Recife,PE,Nordeste,CD Recife,Transporte,Motorista,Otávio Caldeira,2025-08-24,"0,9",2836,CLT,Presencial,Não,Ativo,Não,,4,"3,92",2,Licença Médica,58,35,12,"2,9",78,14,Não,28
525,Dra. Isadora da Rosa,Feminino,33,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Financeiro,Analista,Rael da Luz,2024-08-24,"1,9",6797,Temporário,Presencial,Não,Ativo,Não,,4,"0,1",2,INSS,38,20,24,"3,7",73,12,Não,9
526,Sr. Pedro Lucas Campos,Feminino,35,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Operações,Auxiliar Operacional,Gustavo Henrique Sousa,2020-05-25,"6,1",2374,CLT,Presencial,Não,Ativo,Não,,2,"4,01",2,Acidente,27,27,52,3,65,9,Não,8
527,Marcela Santos,Feminino,27,Divorciado,Técnico,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Auxiliar Operacional,Mariane Cavalcante,2016-06-09,"10,1",2178,CLT,Presencial,Não,Ativo,Não,,3,"3,4",2,Acidente,17,15,38,"3,1",71,36,Não,16
528,Cecilia Viana,Feminino,39,Solteiro,Fundamental,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Supervisor,Gustavo Araújo,2017-06-11,"9,1",9629,CLT,Presencial,Não,Ativo,Não,,6,"4,32",10,Acidente,47,-11,56,"3,6",75,11,Não,0
529,Marcela Nascimento,Feminino,45,Casado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Transporte,Motorista,Vitor Gabriel Cavalcante,2016-05-12,"10,1",2871,CLT,Presencial,Não,Ativo,Não,,0,"4,66",2,INSS,18,10,15,"3,7",99,3,Não,10
530,Dr. João Vitor Oliveira,Feminino,31,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Théo Rocha,2022-12-14,"3,5",8436,CLT,Presencial,Não,Ativo,Não,,0,"4,1",15,Licença Médica,54,9,35,"2,8",73,6,Não,6
531,Davi Luiz Sá,Masculino,32,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Ana Liz da Mota,2025-10-06,"0,7",14658,CLT,Presencial,Não,Ativo,Não,,5,"4,74",5,Licença Médica,51,6,18,"2,8",50,4,Não,18
532,Carolina Sampaio,Feminino,33,Divorciado,Médio,Salvador,BA,Nordeste,CD Salvador,Operações,Supervisor,Josué Casa Grande,2019-03-18,"7,3",9087,CLT,Presencial,Não,Ativo,Não,,3,"2,87",0,,34,12,45,"3,4",74,27,Não,15
533,Sra. Isadora Teixeira,Feminino,40,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Centro de Distribuição,Conferente,Maria Júlia Mendonça,2018-01-28,"8,4",3007,CLT,Presencial,Não,Ativo,Não,,0,"3,42",2,Licença Médica,55,18,19,"3,5",80,35,Não,24
534,João Felipe Pires,Feminino,47,Solteiro,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Maria Flor Machado,2022-07-05,4,7827,CLT,Presencial,Não,Ativo,Não,,3,"1,71",2,Licença Médica,18,40,23,"3,4",72,12,Não,8
535,Caleb Guerra,Feminino,28,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Last Mile,Motorista,Lara Sales,2021-07-24,"4,9",3149,CLT,Híbrido,Não,Ativo,Não,,0,"2,18",0,,49,4,18,"2,9",72,38,Não,29
536,Dr. Ryan Duarte,Masculino,35,Casado,MBA,Recife,PE,Nordeste,CD Recife,Last Mile,Motorista,Agatha Vasconcelos,2018-02-22,"8,4",4153,CLT,Presencial,Não,Ativo,Não,,5,"2,19",2,Acidente,36,-7,43,"2,5",80,10,Não,24
537,Srta. Natália Porto,Masculino,39,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Auxiliar Operacional,Maria Alice Azevedo,2020-01-13,"6,5",2422,CLT,Presencial,Não,Ativo,Não,,3,"4,99",0,,33,8,34,"3,3",69,12,Não,29
538,Maria Laura Cunha,Masculino,41,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Supervisor,Hadassa Monteiro,2021-01-30,"5,4",7174,CLT,Presencial,Não,Ativo,Não,,0,"3,34",2,Licença Médica,37,24,52,"2,6",76,7,Não,6
539,Lorenzo da Paz,Feminino,31,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Supervisor,Sr. Ryan Viana,2022-05-10,"4,1",10824,CLT,Presencial,Não,Ativo,Não,,4,"5,69",0,,59,24,58,3,61,16,Não,3
540,Sr. Augusto Brito,Masculino,24,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Jurídico,Analista,Natália Almeida,2024-12-10,"1,6",4715,CLT,Presencial,Não,Ativo,Não,,1,"2,67",0,,32,14,15,"3,5",70,22,Não,6
541,Emanuel Macedo,Masculino,47,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Agatha Lima,2023-07-27,"2,9",13137,CLT,Presencial,Não,Ativo,Não,,2,"4,71",5,INSS,39,-3,55,"2,8",71,9,Não,6
542,Davi Lucca Rezende,Feminino,18,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Coordenador,Emanuel da Mota,2016-07-15,10,15082,CLT,Presencial,Não,Ativo,Não,,5,"1,42",0,,0,-8,33,"3,9",54,39,Não,13
543,Luiz Miguel da Cunha,Feminino,44,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Transporte,Analista,Marcelo Rios,2017-01-10,"9,5",6316,CLT,Presencial,Não,Ativo,Não,,1,"2,33",15,Licença Médica,24,31,50,"3,5",86,3,Não,12
544,Eloah Aragão,Feminino,32,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Conferente,Lorena Silveira,2023-01-12,"3,5",2462,CLT,Presencial,Não,Ativo,Não,,4,"5,14",15,Acidente,22,1,56,"2,8",55,36,Não,23
545,Srta. Mariane Rezende,Masculino,35,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Calebe Abreu,2021-10-23,"4,7",1986,CLT,Presencial,Não,Ativo,Não,,2,"4,29",0,,59,26,17,"3,5",67,23,Não,17
546,Rhavi Barbosa,Feminino,40,Divorciado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Motorista,Henry Gabriel Moreira,2024-05-21,"2,1",4426,CLT,Presencial,Não,Ativo,Não,,2,"2,33",2,INSS,23,23,49,"2,6",78,21,Não,17
547,Melina Albuquerque,Feminino,26,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Coordenador,Luigi Campos,2021-11-27,"4,6",11666,CLT,Presencial,Não,Ativo,Não,,2,"3,4",0,,34,28,19,"3,4",91,1,Não,30
548,Caroline Mendes,Feminino,26,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Transporte,Supervisor,Ian Gomes,2019-03-14,"7,3",9501,CLT,Presencial,Sim,Ativo,Não,,0,"2,98",5,Licença Médica,43,-10,24,"3,1",75,33,Não,12
549,Cauã Caldeira,Feminino,33,Casado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Centro de Distribuição,Supervisor,Dr. Kaique Carvalho,2017-06-01,"9,1",7376,CLT,Híbrido,Não,Ativo,Não,,1,"3,87",2,INSS,55,-20,31,"3,2",72,14,Não,25
550,Catarina Ramos,Feminino,28,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Financeiro,Assistente,Cecília Azevedo,2021-04-12,"5,2",3258,CLT,Presencial,Não,Ativo,Não,,0,"2,31",15,INSS,22,23,24,"3,5",73,36,Não,26
551,Alexia Pimenta,Feminino,48,Viúvo,Superior,Curitiba,PR,Sul,CD Curitiba,Operações,Supervisor,Eloah Macedo,2024-06-10,"2,1",8097,CLT,Presencial,Não,Ativo,Não,,5,"1,14",5,Acidente,2,5,36,"3,9",83,37,Não,21
552,Sr. Dom Jesus,Feminino,53,Viúvo,Fundamental,Campinas,SP,Sudeste,CD Campinas,Atendimento,Assistente,Melina Cunha,2022-11-02,"3,7",3426,CLT,Presencial,Não,Ativo,Não,,4,"3,83",2,Acidente,34,-4,16,"3,3",85,16,Não,22
553,Carlos Eduardo Carvalho,Feminino,29,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Transporte,Analista,Matheus Ferreira,2022-12-31,"3,5",6744,CLT,Presencial,Não,Ativo,Não,,2,"4,14",0,,27,-20,23,"4,5",70,7,Não,1
554,Luara Vieira,Feminino,42,Viúvo,Fundamental,Curitiba,PR,Sul,CD Curitiba,Transporte,Analista,Josué da Mota,2017-07-27,"8,9",5643,CLT,Presencial,Não,Ativo,Não,,3,"2,57",10,Acidente,0,18,33,"3,5",68,17,Não,2
555,Antonella da Cruz,Feminino,39,Casado,Médio,Recife,PE,Nordeste,CD Recife,Operações,Supervisor,Larissa Vasconcelos,2024-08-20,"1,9",10227,CLT,Presencial,Não,Ativo,Não,,3,"4,46",0,,52,-20,12,"2,7",71,4,Não,24
556,Srta. Liz Costela,Masculino,29,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Auxiliar Operacional,Sophia Correia,2025-11-09,"0,6",1946,CLT,Presencial,Não,Ativo,Não,,2,"1,73",15,Acidente,8,40,45,"2,5",82,12,Não,15
557,Sra. Laís Ramos,Masculino,33,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Comercial,Assistente,Isaque Monteiro,2024-05-03,"2,2",3703,CLT,Presencial,Não,Inativo,Sim,Pedido de Demissão,4,"4,69",0,,49,34,50,"2,9",75,22,Não,4
558,Brenda da Costa,Masculino,44,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Centro de Distribuição,Conferente,Ana Sophia Moura,2023-06-29,3,2804,CLT,Híbrido,Não,Ativo,Não,,5,"0,67",5,Acidente,21,37,12,"3,8",60,8,Não,9
559,Luiz Miguel Dias,Feminino,34,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Conferente,Mathias Nunes,2017-11-17,"8,6",3103,CLT,Presencial,Não,Ativo,Não,,1,"2,48",0,,25,30,45,"2,9",58,24,Não,28
560,Maria Clara Nogueira,Feminino,25,Casado,Pós,Salvador,BA,Nordeste,CD Salvador,Operações,Conferente,Emanuella Teixeira,2022-05-30,"4,1",2638,CLT,Remoto,Não,Ativo,Não,,1,"5,35",5,INSS,60,31,38,"3,4",89,11,Não,0
561,Ana Sophia Almeida,Masculino,49,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Conferente,Ana Lívia Albuquerque,2019-09-07,"6,8",2342,CLT,Presencial,Não,Ativo,Não,,1,"2,4",0,,48,-15,39,"3,8",86,34,Não,16
562,Henrique Aparecida,Masculino,27,Solteiro,Pós,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Conferente,Miguel Montenegro,2026-02-17,"0,4",3015,CLT,Presencial,Não,Ativo,Não,,3,"1,02",0,,31,-16,17,"3,1",77,21,Não,9
563,Theodoro Vargas,Masculino,33,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Comercial,Analista,Mariana Sampaio,2016-05-05,"10,2",6289,CLT,Presencial,Não,Ativo,Não,,3,"2,84",0,,36,35,48,"3,2",71,33,Não,6
564,Antonella Porto,Masculino,33,Casado,Pós,São Paulo,SP,Sudeste,CD São Paulo,Operações,Auxiliar Operacional,Zoe Pimenta,2016-01-24,"10,4",2442,CLT,Presencial,Não,Inativo,Sim,Pedido de Demissão,1,"1,13",0,,4,9,20,"3,7",77,40,Não,19
565,João Lucas Barros,Feminino,35,Solteiro,Pós,São Paulo,SP,Sudeste,CD São Paulo,Last Mile,Coordenador,Bruno Moraes,2020-10-01,"5,8",14545,CLT,Presencial,Não,Ativo,Não,,3,"4,31",5,Acidente,59,-15,11,"2,8",82,23,Não,23
566,Eduardo Nascimento,Masculino,46,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Operações,Auxiliar Operacional,Dr. Benício das Neves,2017-06-23,9,1947,CLT,Presencial,Não,Ativo,Não,,2,"3,65",2,Licença Médica,35,30,51,"3,3",53,4,Não,18
567,Sra. Isabella Araújo,Masculino,47,Solteiro,Pós,Curitiba,PR,Sul,CD Curitiba,Tecnologia,Analista,Caio Lopes,2021-08-21,"4,9",6656,Temporário,Presencial,Não,Ativo,Não,,3,"2,28",0,,18,-10,33,"3,6",79,23,Não,6
